epoch,accuracy,loss,val_accuracy,val_loss
0,0.7401052,0.5351146288857564,0.7551547288894653,0.5279420083396058
1,0.76600105,0.4943097232754017,0.7677101492881775,0.4890040773765675
2,0.7796613,0.47243683584946183,0.7739531993865967,0.4771820457653096
3,0.79015553,0.4541163210298334,0.7738146781921387,0.481462952700789
4,0.7996471,0.4373533733381381,0.7786726355552673,0.47774360644887176
5,0.807869,0.421236732118986,0.7789892554283142,0.4802324325766238
6,0.81675047,0.40450290221594204,0.7792266607284546,0.48173841363703956
7,0.82390714,0.38992880666658736,0.7732012867927551,0.5116273388089646
8,0.82930267,0.37740553531013676,0.775892436504364,0.49533019725216215
9,0.83735305,0.36234775983013257,0.7800478935241699,0.514339050009448
10,0.8603202,0.31553601149954974,0.7687786817550659,0.5783274395378666
11,0.8677176,0.30077415371354754,0.7681455016136169,0.5782751018664722
12,0.8725492,0.29088173728454847,0.7668691873550415,0.5970937438133455
13,0.87530303,0.2846121927871672,0.7668296098709106,0.6159264659681557
14,0.877328,0.2800428552370089,0.7669483423233032,0.6469966786391225
15,0.8802599,0.27493365158208993,0.7680663466453552,0.6402560862084063
16,0.88196164,0.2706274064332839,0.7673143744468689,0.6473353359071593
17,0.8843065,0.26702192034493427,0.764346182346344,0.6698689985090331
18,0.8855169,0.2628099678229812,0.767205536365509,0.6519697164175762
19,0.8875913,0.25861884036237603,0.7648507952690125,0.6795217468615138
