epoch,accuracy,loss,val_accuracy,val_loss
0,0.7366588,0.5292229727699105,0.7565794587135315,0.501596524337245
1,0.76633084,0.4888631563512725,0.7665822505950928,0.48772580705338947
2,0.7789654,0.46956024736963603,0.772825300693512,0.4787797609499517
3,0.78862196,0.45503948571546615,0.7779008746147156,0.4738497300881722
4,0.79614466,0.44203992531654723,0.7792860269546509,0.4720723665419194
5,0.80287915,0.43141340977423026,0.7807998061180115,0.470055253054308
6,0.8086935,0.4216750386886931,0.7806612849235535,0.4720142080528328
7,0.81353825,0.41321354187500264,0.7815023064613342,0.4710409712127177
8,0.8183434,0.404641619556889,0.7792761325836182,0.4787737200659099
9,0.82239336,0.39731491515412465,0.7824718952178955,0.47483872419032414
10,0.8376861,0.3695530935638119,0.7834414839744568,0.48296578552822195
11,0.84177566,0.36160520473443064,0.7834711670875549,0.48247994403022365
12,0.8439391,0.3574499217826364,0.7835404276847839,0.4865628242568161
13,0.8457893,0.3544420382253645,0.7847573757171631,0.48739039124200023
14,0.8462873,0.35175593261925703,0.784233033657074,0.4876036105870031
15,0.84852993,0.3491974221293472,0.7838768362998962,0.49088079177901134
16,0.84878385,0.3473543016830311,0.7852916717529297,0.4893753523405394
17,0.8507956,0.34513277682194504,0.7850641012191772,0.4899927735309803
18,0.85138595,0.34318004370064,0.783748209476471,0.49300522632155025
19,0.85140574,0.34191271633019366,0.7852619886398315,0.48995444806519994
0,0.7371601,0.5289374097578975,0.7566388249397278,0.5009741283904833
1,0.7662879,0.48855142192566314,0.7672846913337708,0.48849850459926886
2,0.77972066,0.4687466306036759,0.7724295258522034,0.4794479345093993
3,0.7883614,0.4542104415775767,0.7775447368621826,0.47494976651126947
4,0.7972066,0.44181481971001285,0.7782768607139587,0.47351838304627747
5,0.8026252,0.4314619752994056,0.779454231262207,0.47310925550960525
6,0.80816585,0.42219524826950483,0.7782966494560242,0.47688790801508585
7,0.81464964,0.41238386159329016,0.7815220952033997,0.47173679267490176
8,0.81833684,0.4045377442815256,0.778336226940155,0.4814565372614236
9,0.82203054,0.3978881242163465,0.7805624008178711,0.4762252823299144
10,0.8375938,0.36838974840924915,0.7817991375923157,0.48440356896764136
11,0.8426496,0.3612141114158724,0.7827786207199097,0.48471042710579476
12,0.84407765,0.35808085079318375,0.7834612727165222,0.485466980964337
13,0.8457365,0.3550431630883205,0.7837976813316345,0.4883737667878444
14,0.8466369,0.3524118695760283,0.7825015783309937,0.48935017016599386
15,0.8480814,0.34973282294231073,0.7832832336425781,0.4894757934701354
16,0.84845406,0.34789984019350734,0.7832832336425781,0.4910982415157914
17,0.8499019,0.3458486956113121,0.7827489376068115,0.4912457365353349
18,0.8504889,0.3448182857342462,0.7823927402496338,0.4938371430398996
19,0.8521016,0.34239665241741385,0.782907247543335,0.49438055383077767
0,0.69435877,0.5918410946713344,0.7400268912315369,0.5342647621804105
1,0.7403526,0.524756955180687,0.7500395774841309,0.5094818660253132
2,0.754181,0.506527050325161,0.7612296342849731,0.4952785239975268
3,0.7636694,0.4936572014288854,0.766018271446228,0.4900254540207908
4,0.7707303,0.48217082947368267,0.7711730003356934,0.48359824988554034
5,0.7771911,0.4728753661933636,0.7726076245307922,0.48002536225700104
6,0.78321654,0.4636401384605467,0.7735278010368347,0.4829023248016674
7,0.7879524,0.45545545021371836,0.7762090563774109,0.4782718391061414
8,0.792441,0.44799550773816615,0.7744578123092651,0.4807492357483955
9,0.79778373,0.44034895547223435,0.7767729759216309,0.47442618599793984
10,0.8101446,0.41862210461087007,0.7794245481491089,0.472364873472452
11,0.8148311,0.41153368235839405,0.7811658978462219,0.47201392554172483
12,0.81684285,0.40769292218030595,0.7806316018104553,0.4745969553621808
13,0.8183632,0.40445563003440244,0.7792959213256836,0.4761792013251519
14,0.82041126,0.40178235128809164,0.7814033627510071,0.47410650090626266
15,0.8221361,0.39916130085734747,0.7805129289627075,0.47625754340758936
16,0.82209325,0.39748406564273514,0.7814132571220398,0.478032633494742
17,0.82327724,0.39619282268568484,0.7826499938964844,0.47515066921739274
18,0.8251703,0.393165018112551,0.7819178700447083,0.4805558784788916
19,0.824913,0.39343635417522105,0.7807899117469788,0.48140443084699286
0,0.6909025,0.6030563535386874,0.7345258593559265,0.5427920869941555
1,0.7369325,0.5301434705072753,0.7514148354530334,0.5080050901557441
2,0.75073135,0.5115207770794152,0.7602204084396362,0.4990073924051804
3,0.76010424,0.498379700851203,0.7664437294006348,0.4908407136328484
4,0.7675577,0.4862578417538413,0.7699560523033142,0.484848275891546
5,0.77482647,0.47595108523681073,0.7708762288093567,0.4828886022310346
6,0.78084856,0.4674552979769352,0.7766047716140747,0.4786466503701898
7,0.7864222,0.459675916359304,0.7767531871795654,0.48162017016541414
8,0.79107237,0.45137049881612246,0.7795630693435669,0.47495006138300505
9,0.79562026,0.44412073307721595,0.7801468372344971,0.4765605161570099
10,0.8092706,0.4210533595923735,0.7824620008468628,0.47173307745709947
11,0.81367344,0.4141572360497612,0.7833029627799988,0.47034204822373915
12,0.81554013,0.4107979358672671,0.7823828458786011,0.47325357461213424
13,0.81845886,0.40724790034086467,0.7829270362854004,0.4728613664252067
14,0.819158,0.4043138488567656,0.7842528223991394,0.47258059959991344
15,0.820187,0.4028992484144781,0.7832139730453491,0.475010039422526
16,0.82168096,0.4007445396127069,0.7844704985618591,0.47467001908863765
17,0.8223109,0.39857960077600635,0.784796953201294,0.4768163510019575
18,0.8246822,0.39574980721576225,0.7846189141273499,0.476947253511283
19,0.8254275,0.39452067276641767,0.7847276926040649,0.4813357797136257
